millis,stamp,datetime,light,temp,vcc
999, 1455737965, "2016/2/17 19:39:25", 774, 21.54, 1.46
1998, 1455737966, "2016/2/17 19:39:26", 774, 21.54, 1.46
2999, 1455737967, "2016/2/17 19:39:27", 772, 21.54, 1.45
3999, 1455737968, "2016/2/17 19:39:28", 770, 21.54, 1.45
4999, 1455737969, "2016/2/17 19:39:29", 770, 21.54, 1.45
5998, 1455737970, "2016/2/17 19:39:30", 771, 21.54, 1.45
7000, 1455737971, "2016/2/17 19:39:31", 776, 21.54, 1.46
7999, 1455737972, "2016/2/17 19:39:32", 775, 21.54, 1.46
8999, 1455737973, "2016/2/17 19:39:33", 776, 21.54, 1.46
9999, 1455737974, "2016/2/17 19:39:34", 770, 21.54, 1.45
10999, 1455737975, "2016/2/17 19:39:35", 772, 21.54, 1.45
11998, 1455737976, "2016/2/17 19:39:36", 771, 21.54, 1.46
12998, 1455737977, "2016/2/17 19:39:37", 774, 21.54, 1.46
14000, 1455737978, "2016/2/17 19:39:38", 775, 21.87, 1.46
14999, 1455737979, "2016/2/17 19:39:39", 775, 21.54, 1.46
16000, 1455737980, "2016/2/17 19:39:40", 775, 21.54, 1.46
16999, 1455737981, "2016/2/17 19:39:41", 770, 21.54, 1.45
17999, 1455737982, "2016/2/17 19:39:42", 772, 21.54, 1.46
19000, 1455737983, "2016/2/17 19:39:43", 770, 21.54, 1.46
19999, 1455737984, "2016/2/17 19:39:44", 775, 21.54, 1.46
20999, 1455737985, "2016/2/17 19:39:45", 775, 21.54, 1.46
21999, 1455737986, "2016/2/17 19:39:46", 774, 21.54, 1.45
22999, 1455737987, "2016/2/17 19:39:47", 771, 21.22, 1.45
23998, 1455737988, "2016/2/17 19:39:48", 775, 21.22, 1.46
24999, 1455737989, "2016/2/17 19:39:49", 772, 21.22, 1.46
25999, 1455737990, "2016/2/17 19:39:50", 770, 21.22, 1.45
26999, 1455737991, "2016/2/17 19:39:51", 775, 21.22, 1.46
27999, 1455737992, "2016/2/17 19:39:52", 774, 21.54, 1.46
28999, 1455737993, "2016/2/17 19:39:53", 773, 21.22, 1.46
30000, 1455737994, "2016/2/17 19:39:54", 769, 20.90, 1.46
30999, 1455737995, "2016/2/17 19:39:55", 768, 20.90, 1.46
32000, 1455737996, "2016/2/17 19:39:56", 771, 21.54, 1.45
32999, 1455737997, "2016/2/17 19:39:57", 772, 21.54, 1.46
33999, 1455737998, "2016/2/17 19:39:58", 774, 21.54, 1.46
34998, 1455737999, "2016/2/17 19:39:59", 769, 21.22, 1.46
35999, 1455738000, "2016/2/17 19:40:0", 775, 21.54, 1.46
37000, 1455738001, "2016/2/17 19:40:1", 775, 21.54, 1.46
37999, 1455738002, "2016/2/17 19:40:2", 773, 21.54, 1.45
39000, 1455738003, "2016/2/17 19:40:3", 769, 21.54, 1.45
39999, 1455738004, "2016/2/17 19:40:4", 769, 21.54, 1.45
40999, 1455738005, "2016/2/17 19:40:5", 772, 21.54, 1.45
41999, 1455738006, "2016/2/17 19:40:6", 771, 21.54, 1.46
42999, 1455738007, "2016/2/17 19:40:7", 775, 21.54, 1.46
43999, 1455738008, "2016/2/17 19:40:8", 769, 21.54, 1.46
44999, 1455738009, "2016/2/17 19:40:9", 774, 21.22, 1.46
46000, 1455738010, "2016/2/17 19:40:10", 775, 21.54, 1.46
46999, 1455738011, "2016/2/17 19:40:11", 772, 21.54, 1.45
48000, 1455738012, "2016/2/17 19:40:12", 770, 21.54, 1.45
48999, 1455738013, "2016/2/17 19:40:13", 771, 21.54, 1.45
49999, 1455738014, "2016/2/17 19:40:14", 773, 21.22, 1.46
50999, 1455738015, "2016/2/17 19:40:15", 773, 21.54, 1.46
51999, 1455738016, "2016/2/17 19:40:16", 775, 21.54, 1.46
